ann_id,image_id,file_name,orientation,face_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,detector,n_person_det,top1_score,top1_iou,best_iou,best_rank,top1_mask_iou,top1_mask_precision,top1_mask_recall,det_latency_ms,pose_oks_raw,pose_oks_corrected,pose_pck02_corrected,pose_n_scored,pose_chirality_swapped,pose_chirality_margin,pose_n_chir,pose_pred_shoulder_sign,pose_conf_mean
184031,250127,000000250127.jpg,FRONT,3,17,37455.4,422.8,-1,rtmdet_ins_tiny,4,0.8528,0.9607,0.9607,0,0.8677,0.9731,0.8891,1948.8,0.9736254029306324,0.9736254029306324,1.0,17,0,-0.3152653531717231,12,-1,0.9099077652482426
184031,250127,000000250127.jpg,FRONT,3,17,37455.4,422.8,-1,rtmdet_nano_person,8,0.8602,0.9274,0.9274,0,,,,1000.8,0.9682634230394322,0.9682634230394322,1.0,17,0,-0.31386096763675614,12,-1,0.8896127202931572
184136,184611,000000184611.jpg,REAR,0,11,2651.9,117.2,1,gt_box,,,1.0,1.0,0,,,,,0.904009939593966,0.904009939593966,1.0,11,0,-0.183039774993201,8,1,0.681278316413655
184136,184611,000000184611.jpg,REAR,0,11,2651.9,117.2,1,rtmdet_ins_s,21,0.8646,0.9307,0.9307,0,0.9124,0.9485,0.9600,3094.6,0.8904911967594699,0.8904911967594699,1.0,11,0,-0.18405371824850086,8,1,0.6780390108332914
184136,184611,000000184611.jpg,REAR,0,11,2651.9,117.2,1,rtmdet_ins_tiny,16,0.8516,0.9079,0.9079,0,0.9019,0.9520,0.9448,1048.6,0.8814916214272657,0.8814916214272657,1.0,11,0,-0.1829636858145653,8,1,0.6754778886542601
184136,184611,000000184611.jpg,REAR,0,11,2651.9,117.2,1,rtmdet_nano_person,85,0.8258,0.9473,0.9473,0,,,,188.6,0.8931478992640941,0.8931478992640941,1.0,11,0,-0.18433422445194636,8,1,0.6809414484921623
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,gt_box,,,1.0,1.0,0,,,,,0.9693831322388048,0.9693831322388048,1.0,14,0,-0.2954030054342185,10,-1,0.8086142855532029
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,rtmdet_ins_s,9,0.8886,0.9086,0.9086,0,0.9246,0.9513,0.9706,2069.3,0.9734345148894429,0.9734345148894429,1.0,14,0,-0.2947233114605748,10,-1,0.829357236623764
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,rtmdet_ins_tiny,7,0.7883,0.9027,0.9027,0,0.9208,0.9511,0.9666,2776.4,0.9672529916657107,0.9672529916657107,1.0,14,0,-0.2945289537332891,10,-1,0.7904091547517216
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,rtmdet_nano_person,44,0.8637,0.8731,0.8731,0,,,,705.1,0.969546486973789,0.969546486973789,1.0,14,0,-0.29571331931317546,10,-1,0.8205044655238881
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,gt_box,,,1.0,1.0,0,,,,,0.9777873589179092,0.9777873589179092,1.0,12,0,-0.5139683243850773,8,-1,0.7776132962282967
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,rtmdet_ins_s,22,0.8541,0.9518,0.9518,0,0.8795,0.9273,0.9446,1887.7,0.9789609257369901,0.9789609257369901,1.0,12,0,-0.5171194141698962,8,-1,0.8098569757798139
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,rtmdet_ins_tiny,27,0.8259,0.9742,0.9742,0,0.8832,0.9266,0.9497,1276.1,0.9798786158548194,0.9798786158548194,1.0,12,0,-0.5160486656839873,8,-1,0.7873902005307815
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,rtmdet_nano_person,72,0.8080,0.8683,0.8683,0,,,,289.5,0.9765192932882901,0.9765192932882901,1.0,12,0,-0.5158236267201656,8,-1,0.8352694371167351
184316,132408,000000132408.jpg,FRONT,3,17,5076.8,143.2,-1,gt_box,,,1.0,1.0,0,,,,,0.935856569347463,0.935856569347463,1.0,16,0,-0.4761806491096513,10,-1,0.8695236409411711
184316,132408,000000132408.jpg,FRONT,3,17,5076.8,143.2,-1,rtmdet_ins_s,8,0.8360,0.9370,0.9370,0,0.8907,0.9639,0.9214,2046.6,0.9523226073516378,0.9523226073516378,1.0,16,0,-0.48123446762240113,10,-1,0.8693964025553536
184316,132408,000000132408.jpg,FRONT,3,17,5076.8,143.2,-1,rtmdet_ins_tiny,18,0.8704,0.9471,0.9471,0,0.9265,0.9351,0.9902,1015.2,0.9556264567658137,0.9556264567658137,1.0,16,0,-0.48094603201566566,10,-1,0.8762664935168099
184316,132408,000000132408.jpg,FRONT,3,17,5076.8,143.2,-1,rtmdet_nano_person,18,0.8619,0.9611,0.9611,0,,,,388.1,0.9487103092188748,0.9487103092188748,1.0,16,0,-0.47918723067844293,10,-1,0.8803413335014793
184397,177489,000000177489.jpg,FRONT,3,14,44992.7,354.5,-1,gt_box,,,1.0,1.0,0,,,,,0.9156715693749993,0.9156715693749993,0.9285714285714286,14,0,-0.21475941985009775,8,1,0.771677132915048
184397,177489,000000177489.jpg,FRONT,3,14,44992.7,354.5,-1,rtmdet_ins_s,3,0.8547,0.9354,0.9354,0,0.9260,0.9546,0.9686,3386.8,0.9196684729949035,0.9196684729949035,1.0,14,0,-0.2091463671548811,8,1,0.7508319791625527
184397,177489,000000177489.jpg,FRONT,3,14,44992.7,354.5,-1,rtmdet_ins_tiny,4,0.6997,0.9319,0.9319,0,0.9249,0.9515,0.9707,1478.8,0.9243945508534823,0.9243945508534823,0.9285714285714286,14,0,-0.21386507994770337,8,1,0.754000681288102
184397,177489,000000177489.jpg,FRONT,3,14,44992.7,354.5,-1,rtmdet_nano_person,36,0.7141,0.9082,0.9082,0,,,,667.5,0.9282907235564254,0.9282907235564254,1.0,14,0,-0.21229974631029894,8,1,0.7503794396624845
184586,476215,000000476215.jpg,FRONT,3,16,2418.2,106.2,-1,gt_box,,,1.0,1.0,0,,,,,0.9649391141773579,0.9649391141773579,1.0,16,0,-0.2961797378008018,12,-1,0.7918994111173293
184586,476215,000000476215.jpg,FRONT,3,16,2418.2,106.2,-1,rtmdet_ins_s,23,0.4273,0.9019,0.9019,0,0.8791,0.9854,0.8908,1251.2,0.9651639503079338,0.9651639503079338,1.0,16,0,-0.2981936873995586,12,-1,0.7836125808603623
184586,476215,000000476215.jpg,FRONT,3,16,2418.2,106.2,-1,rtmdet_ins_tiny,6,0.1521,0.8714,0.8714,0,0.9110,0.9668,0.9404,1603.5,0.9651288729455367,0.9651288729455367,1.0,16,0,-0.29609692064809146,12,-1,0.7880432851174298
184586,476215,000000476215.jpg,FRONT,3,16,2418.2,106.2,-1,rtmdet_nano_person,52,0.8223,0.9447,0.9447,0,,,,413.1,0.9675909007329719,0.9675909007329719,1.0,16,0,-0.30000537878412126,12,-1,0.7931825939346763
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,gt_box,,,1.0,1.0,0,,,,,0.9573160787804829,0.9573160787804829,1.0,17,0,-0.2697571303324229,12,-1,0.8394199048771578
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,rtmdet_ins_s,1,0.8693,0.9309,0.9309,0,0.8650,0.9080,0.9481,1927.7,0.9596961088320086,0.9596961088320086,1.0,17,0,-0.271535486530684,12,-1,0.8339598950217751
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,rtmdet_ins_tiny,6,0.8849,0.9822,0.9822,0,0.8608,0.9025,0.9490,1775.6,0.9677414696035153,0.9677414696035153,1.0,17,0,-0.2738594192478074,12,-1,0.8409836993497961
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,rtmdet_nano_person,16,0.8736,0.9419,0.9419,0,,,,567.9,0.9588864211025715,0.9588864211025715,1.0,17,0,-0.2705997803442139,12,-1,0.8380165380590102
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,gt_box,,,1.0,1.0,0,,,,,0.973451347449673,0.973451347449673,1.0,12,0,-0.34725954392088354,10,1,0.703825898030225
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,rtmdet_ins_s,23,0.8344,0.9239,0.9239,0,0.9221,0.9546,0.9644,2370.3,0.9719892820731397,0.9719892820731397,1.0,12,0,-0.3461247851339951,10,1,0.7221959654022666
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,rtmdet_ins_tiny,22,0.8582,0.9372,0.9372,0,0.9178,0.9579,0.9564,2199.1,0.9743971749133613,0.9743971749133613,1.0,12,0,-0.3458161280761217,10,1,0.7071172840454999
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,rtmdet_nano_person,81,0.6413,0.8836,0.8836,0,,,,401.2,0.9735594582501674,0.9735594582501674,1.0,12,0,-0.3480296324435754,10,1,0.6973988273564506
185430,458223,000000458223.jpg,REAR,0,13,4569.5,143.2,1,gt_box,,,1.0,1.0,0,,,,,0.9732716189999002,0.9732716189999002,1.0,12,0,-0.36267376194566125,10,1,0.7712940328261432
185430,458223,000000458223.jpg,REAR,0,13,4569.5,143.2,1,rtmdet_ins_s,15,0.8708,0.9238,0.9238,0,0.8915,0.9288,0.9569,1082.5,0.966554763091041,0.966554763091041,1.0,12,0,-0.36766090777664995,10,1,0.7975144491476172
185430,458223,000000458223.jpg,REAR,0,13,4569.5,143.2,1,rtmdet_ins_tiny,11,0.8077,0.9104,0.9104,0,0.8851,0.9337,0.9444,1013.7,0.9682023048132492,0.9682023048132492,1.0,12,0,-0.3649465817373358,10,1,0.802364847239326
185430,458223,000000458223.jpg,REAR,0,13,4569.5,143.2,1,rtmdet_nano_person,38,0.8028,0.9207,0.9207,0,,,,993.2,0.977582756548332,0.977582756548332,1.0,12,0,-0.3681278619919182,10,1,0.7890811913153705
186004,229948,000000229948.jpg,FRONT,3,17,4936.8,135.0,-1,gt_box,,,1.0,1.0,0,,,,,0.9753941753677037,0.9753941753677037,1.0,14,0,-0.3504308374164388,8,-1,0.8098675959250506
186004,229948,000000229948.jpg,FRONT,3,17,4936.8,135.0,-1,rtmdet_ins_s,30,0.8017,0.8656,0.8656,0,0.7452,0.7937,0.9242,1412.1,0.9756969226051699,0.9756969226051699,1.0,14,0,-0.3594985042341324,8,-1,0.8183672778746661
186004,229948,000000229948.jpg,FRONT,3,17,4936.8,135.0,-1,rtmdet_ins_tiny,24,0.8056,0.9248,0.9248,0,0.7383,0.8209,0.8801,1220.4,0.9715210426121347,0.9715210426121347,1.0,14,0,-0.3557238743602441,8,-1,0.812222512329326
186004,229948,000000229948.jpg,FRONT,3,17,4936.8,135.0,-1,rtmdet_nano_person,100,0.7271,0.8919,0.8919,0,,,,652.9,0.9697990137311033,0.9697990137311033,1.0,14,0,-0.351251860097471,8,-1,0.8341138362884521
186032,569972,000000569972.jpg,FRONT,3,16,5614.0,140.7,-1,gt_box,,,1.0,1.0,0,,,,,0.9551840541188554,0.9551840541188554,1.0,14,0,-0.3941662695358749,10,-1,0.8099019282004413
186032,569972,000000569972.jpg,FRONT,3,16,5614.0,140.7,-1,rtmdet_ins_s,5,0.9278,0.8929,0.8929,0,0.8610,0.8977,0.9547,1667.5,0.9539100447032963,0.9539100447032963,1.0,14,0,-0.3924531683935293,10,-1,0.8457189307493322
186032,569972,000000569972.jpg,FRONT,3,16,5614.0,140.7,-1,rtmdet_ins_tiny,4,0.8430,0.9425,0.9425,0,0.8784,0.9203,0.9508,1800.7,0.951961968678809,0.951961968678809,1.0,14,0,-0.3902516992283419,10,-1,0.8302125825601465
186032,569972,000000569972.jpg,FRONT,3,16,5614.0,140.7,-1,rtmdet_nano_person,26,0.8969,0.9582,0.9582,0,,,,295.9,0.9487065984077299,0.9487065984077299,1.0,14,0,-0.3906141489947074,10,-1,0.8340228410328135
186054,564091,000000564091.jpg,FRONT,3,16,74588.6,370.8,-1,gt_box,,,1.0,1.0,0,,,,,0.9739691167082019,0.9739691167082019,1.0,16,0,-0.5168904376928951,12,-1,0.8622128893347347
186054,564091,000000564091.jpg,FRONT,3,16,74588.6,370.8,-1,rtmdet_ins_s,5,0.8767,0.9577,0.9577,0,0.8975,0.9679,0.9251,2424.3,0.9754161398584105,0.9754161398584105,1.0,16,0,-0.5142557466760767,12,-1,0.8625017159125384
186054,564091,000000564091.jpg,FRONT,3,16,74588.6,370.8,-1,rtmdet_ins_tiny,5,0.7610,0.9215,0.9215,0,0.9125,0.9643,0.9444,1131.5,0.9694559068360538,0.9694559068360538,1.0,16,0,-0.5086204013313699,12,-1,0.8701087446773753
186054,564091,000000564091.jpg,FRONT,3,16,74588.6,370.8,-1,rtmdet_nano_person,27,0.6226,0.8218,0.8218,0,,,,175.0,0.9704086171805733,0.9704086171805733,1.0,16,0,-0.5078260691266455,12,-1,0.8192316258654875
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,gt_box,,,1.0,1.0,0,,,,,0.9552481098748781,0.9552481098748781,1.0,14,0,-0.35585538995047994,8,-1,0.7624516154036802
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,rtmdet_ins_s,10,0.7845,0.1127,0.7935,1,0.0000,0.0000,0.0000,2281.7,3.595674082265652e-07,3.595674082265652e-07,0.0,14,0,-0.05948158481713639,8,-1,0.7559020361479591
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,rtmdet_ins_tiny,9,0.7839,0.1292,0.8273,1,0.0000,0.0000,0.0000,1402.2,4.5367260049622855e-07,4.5367260049622855e-07,0.0,14,0,-0.059414622567086184,8,-1,0.7485008309869206
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,rtmdet_nano_person,49,0.7010,0.8352,0.8352,0,,,,700.2,0.951071554843842,0.951071554843842,1.0,14,0,-0.34384664682739086,8,-1,0.7765202487216276
