ann_id,image_id,file_name,orientation,face_visible,ears_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,engine,detected,oks_raw,oks_corrected,pck02_raw,pck02_corrected,n_scored,d_identity,d_swapped,n_chir,chirality_swapped,chirality_margin,pred_shoulder_sign,shoulder_sign_correct,swap_shoulders,swap_hips,swap_arms,swap_legs,n_groups_decided,n_groups_swapped,conf_nose,conf_eyes,conf_shoulders,conf_mean,presence_nose,presence_mean
183349,7281,000000007281.jpg,FRONT,3,0,15,4698.5,166.4,-1,movenet_thunder,1,0.785861,0.785861,0.923077,0.923077,13,0.062742,0.642637,8,0,-0.579895,-1,1,0,0,0,0,4,0,0.621256,0.518155,0.622384,0.513222,nan,
183349,7281,000000007281.jpg,FRONT,3,0,15,4698.5,166.4,-1,rtmpose_m,1,0.918273,0.918273,1.000000,1.000000,13,0.047582,0.675132,8,0,-0.627549,-1,1,0,0,0,0,4,0,1.046804,1.071277,0.800306,0.818332,nan,
183352,565853,000000565853.jpg,REAR,0,1,14,11687.6,232.6,1,blazepose_heavy,1,0.881673,0.881673,0.916667,0.916667,12,0.072994,0.489432,10,0,-0.416438,1,1,0,0,0,0,4,0,0.999956,0.999947,0.999987,0.897428,0.999999,0.999768
183352,565853,000000565853.jpg,REAR,0,1,14,11687.6,232.6,1,blazepose_full,1,0.868040,0.868040,0.833333,0.833333,12,0.067402,0.477955,10,0,-0.410553,1,1,0,0,0,0,4,0,0.999673,0.999587,0.999919,0.896762,0.999693,0.997501
183352,565853,000000565853.jpg,REAR,0,1,14,11687.6,232.6,1,movenet_thunder,1,0.854660,0.854660,0.916667,0.916667,12,0.064817,0.491449,10,0,-0.426633,1,1,0,0,0,1,4,1,0.672526,0.612667,0.849659,0.664111,nan,
183352,565853,000000565853.jpg,REAR,0,1,14,11687.6,232.6,1,rtmpose_m,1,0.950310,0.950310,1.000000,1.000000,12,0.044827,0.463881,10,0,-0.419054,1,1,0,0,0,1,4,1,0.788456,0.644578,0.745557,0.682276,nan,
183458,161609,000000161609.jpg,REAR,0,2,14,5112.6,152.3,1,blazepose_heavy,1,0.910997,0.910997,1.000000,1.000000,14,0.059922,0.402984,12,0,-0.343062,1,1,0,0,0,0,4,0,0.999679,0.999652,0.999993,0.963738,0.999996,0.999911
183458,161609,000000161609.jpg,REAR,0,2,14,5112.6,152.3,1,blazepose_full,1,0.926141,0.926141,1.000000,1.000000,14,0.050017,0.395259,12,0,-0.345242,1,1,0,0,0,0,4,0,0.997047,0.996976,0.999647,0.926898,0.999916,0.999366
183458,161609,000000161609.jpg,REAR,0,2,14,5112.6,152.3,1,movenet_thunder,1,0.841335,0.841335,0.928571,0.928571,14,0.095437,0.432488,12,0,-0.337052,1,1,0,0,0,0,4,0,0.070089,0.095666,0.677551,0.441041,nan,
183458,161609,000000161609.jpg,REAR,0,2,14,5112.6,152.3,1,rtmpose_m,1,0.956686,0.956686,1.000000,1.000000,14,0.044607,0.415092,12,0,-0.370485,1,1,0,0,0,0,4,0,0.653129,0.628052,0.834307,0.772603,nan,
183464,389532,000000389532.jpg,REAR,0,1,12,5331.2,170.3,1,blazepose_heavy,1,0.960320,0.960320,1.000000,1.000000,10,0.041923,0.284383,6,0,-0.242460,1,1,0,0,,0,3,0,0.999970,0.999965,0.999853,0.919603,0.999994,0.999928
183464,389532,000000389532.jpg,REAR,0,1,12,5331.2,170.3,1,blazepose_full,1,0.972616,0.972616,1.000000,1.000000,10,0.037518,0.275977,6,0,-0.238460,1,1,0,0,,0,3,0,0.999772,0.999797,0.998688,0.889319,0.999785,0.999118
183464,389532,000000389532.jpg,REAR,0,1,12,5331.2,170.3,1,movenet_thunder,1,0.969130,0.969130,1.000000,1.000000,10,0.031287,0.286837,6,0,-0.255550,1,1,0,0,,0,3,0,0.337777,0.339213,0.591386,0.482811,nan,
183464,389532,000000389532.jpg,REAR,0,1,12,5331.2,170.3,1,rtmpose_m,1,0.984160,0.984160,1.000000,1.000000,10,0.018748,0.284995,6,0,-0.266247,1,1,0,0,,0,3,0,0.856806,0.810993,0.875702,0.828946,nan,
183471,121031,000000121031.jpg,FRONT,3,1,13,7833.5,215.9,-1,blazepose_heavy,1,0.916099,0.916099,1.000000,1.000000,13,0.021734,0.524027,6,0,-0.502293,-1,1,0,0,0,,3,0,0.999790,0.999330,0.999979,0.848518,0.999983,0.999784
183471,121031,000000121031.jpg,FRONT,3,1,13,7833.5,215.9,-1,blazepose_full,1,0.899653,0.899653,1.000000,1.000000,13,0.035059,0.526780,6,0,-0.491721,-1,1,0,0,0,,3,0,0.999922,0.999812,0.999907,0.835232,0.999942,0.998499
183471,121031,000000121031.jpg,FRONT,3,1,13,7833.5,215.9,-1,movenet_thunder,1,0.939627,0.939627,1.000000,1.000000,13,0.039250,0.526677,6,0,-0.487427,-1,1,0,0,0,,3,0,0.686618,0.648124,0.663359,0.536476,nan,
183471,121031,000000121031.jpg,FRONT,3,1,13,7833.5,215.9,-1,rtmpose_m,1,0.960249,0.960249,1.000000,1.000000,13,0.026835,0.527723,6,0,-0.500888,-1,1,0,0,0,,3,0,1.067965,1.133996,0.857940,0.866907,nan,
183598,488251,000000488251.jpg,FRONT,3,2,13,45440.1,327.0,-1,blazepose_heavy,1,0.905598,0.905598,1.000000,1.000000,13,0.052670,0.691320,8,0,-0.638650,-1,1,0,0,0,,3,0,0.999960,0.999828,0.999831,0.732055,0.999947,0.901756
183598,488251,000000488251.jpg,FRONT,3,2,13,45440.1,327.0,-1,blazepose_full,1,0.895224,0.895224,1.000000,1.000000,13,0.069860,0.681128,8,0,-0.611267,-1,1,0,0,0,,3,0,0.999979,0.999927,0.999928,0.789214,0.999909,0.956873
183598,488251,000000488251.jpg,FRONT,3,2,13,45440.1,327.0,-1,movenet_thunder,1,0.961330,0.961330,1.000000,1.000000,13,0.039093,0.708111,8,0,-0.669018,-1,1,0,0,0,,3,0,0.760771,0.692698,0.910649,0.595438,nan,
183598,488251,000000488251.jpg,FRONT,3,2,13,45440.1,327.0,-1,rtmpose_m,1,0.954176,0.954176,1.000000,1.000000,13,0.048917,0.706047,8,0,-0.657129,-1,1,0,0,0,,3,0,1.042153,1.065523,0.791640,0.748446,nan,
183695,353180,000000353180.jpg,REAR,0,0,10,8473.4,209.4,1,blazepose_heavy,0,,,,,,,,,,,,,,,,,,,,,,,,
183695,353180,000000353180.jpg,REAR,0,0,10,8473.4,209.4,1,blazepose_full,0,,,,,,,,,,,,,,,,,,,,,,,,
183695,353180,000000353180.jpg,REAR,0,0,10,8473.4,209.4,1,movenet_thunder,1,0.033874,0.033874,0.000000,0.000000,10,0.531403,0.537854,8,0,-0.006451,1,1,0,0,,0,3,0,0.071204,0.072012,0.472545,0.228191,nan,
183695,353180,000000353180.jpg,REAR,0,0,10,8473.4,209.4,1,rtmpose_m,1,0.867089,0.867089,1.000000,1.000000,10,0.063404,0.294373,8,0,-0.230969,1,1,0,0,,0,3,0,0.456517,0.429090,0.570829,0.498251,nan,
183777,13177,000000013177.jpg,OBLIQUE,2,1,15,62508.0,351.5,-1,blazepose_heavy,1,0.909917,0.909917,1.000000,1.000000,15,0.060504,0.262632,12,0,-0.202128,-1,1,0,0,0,0,4,0,0.999258,0.999407,0.999696,0.861953,0.999607,0.999413
183777,13177,000000013177.jpg,OBLIQUE,2,1,15,62508.0,351.5,-1,blazepose_full,1,0.849915,0.849915,0.933333,0.933333,15,0.090139,0.246793,12,0,-0.156654,-1,1,0,0,0,0,4,0,0.999797,0.999848,0.998613,0.853584,0.999825,0.998828
183777,13177,000000013177.jpg,OBLIQUE,2,1,15,62508.0,351.5,-1,movenet_thunder,1,0.960764,0.960764,1.000000,1.000000,15,0.036609,0.274392,12,0,-0.237783,-1,1,0,0,0,0,4,0,0.525545,0.663269,0.599843,0.586830,nan,
183777,13177,000000013177.jpg,OBLIQUE,2,1,15,62508.0,351.5,-1,rtmpose_m,1,0.965030,0.965030,1.000000,1.000000,15,0.039080,0.268547,12,0,-0.229467,-1,1,0,0,0,0,4,0,0.907553,0.875962,0.661438,0.771745,nan,
183778,47571,000000047571.jpg,OBLIQUE,2,1,15,5383.8,163.8,-1,blazepose_heavy,1,0.873354,0.873354,1.000000,1.000000,15,0.038947,0.195560,12,0,-0.156613,-1,1,0,0,0,0,4,0,0.996897,0.995728,0.999889,0.833124,0.999577,0.999740
183778,47571,000000047571.jpg,OBLIQUE,2,1,15,5383.8,163.8,-1,blazepose_full,1,0.834452,0.834452,1.000000,1.000000,15,0.057570,0.169938,12,0,-0.112368,-1,1,0,0,0,0,4,0,0.994134,0.987540,0.999597,0.843756,0.998509,0.998734
183778,47571,000000047571.jpg,OBLIQUE,2,1,15,5383.8,163.8,-1,movenet_thunder,1,0.946680,0.946680,1.000000,1.000000,15,0.035472,0.205249,12,0,-0.169777,-1,1,0,0,0,0,4,0,0.601677,0.548526,0.657014,0.515286,nan,
183778,47571,000000047571.jpg,OBLIQUE,2,1,15,5383.8,163.8,-1,rtmpose_m,1,0.933083,0.933083,1.000000,1.000000,15,0.039527,0.208618,12,0,-0.169091,-1,1,0,0,0,0,4,0,0.921900,0.920210,0.832166,0.797039,nan,
183831,112298,000000112298.jpg,FRONT,3,2,12,32081.1,263.9,-1,blazepose_heavy,1,0.929356,0.929356,1.000000,1.000000,12,0.038318,0.609643,6,0,-0.571325,-1,1,0,0,0,,3,0,0.998058,0.993892,0.999769,0.731134,0.995724,0.800058
183831,112298,000000112298.jpg,FRONT,3,2,12,32081.1,263.9,-1,blazepose_full,1,0.943063,0.943063,1.000000,1.000000,12,0.030891,0.616951,6,0,-0.586059,-1,1,0,0,0,,3,0,0.999341,0.998586,0.999150,0.753392,0.987649,0.712106
183831,112298,000000112298.jpg,FRONT,3,2,12,32081.1,263.9,-1,movenet_thunder,1,0.961790,0.961790,1.000000,1.000000,12,0.049787,0.623093,6,0,-0.573307,-1,1,0,0,0,,3,0,0.752403,0.715386,0.908345,0.576100,nan,
183831,112298,000000112298.jpg,FRONT,3,2,12,32081.1,263.9,-1,rtmpose_m,1,0.985181,0.985181,1.000000,1.000000,12,0.032378,0.623956,6,0,-0.591578,-1,1,0,0,0,,3,0,0.996750,0.995559,0.835597,0.740600,nan,
183910,494188,000000494188.jpg,FRONT,3,1,16,13740.4,259.0,-1,blazepose_heavy,1,0.953129,0.953129,1.000000,1.000000,16,0.048874,0.362432,12,0,-0.313558,-1,1,0,0,0,0,4,0,0.999962,0.999910,0.999982,0.958247,0.999989,0.999952
183910,494188,000000494188.jpg,FRONT,3,1,16,13740.4,259.0,-1,blazepose_full,1,0.925145,0.925145,1.000000,1.000000,16,0.061039,0.360630,12,0,-0.299591,-1,1,0,0,0,0,4,0,0.999971,0.999893,0.999934,0.944496,0.999849,0.998414
183910,494188,000000494188.jpg,FRONT,3,1,16,13740.4,259.0,-1,movenet_thunder,1,0.970447,0.970447,1.000000,1.000000,16,0.038216,0.353999,12,0,-0.315783,-1,1,0,0,0,0,4,0,0.691202,0.585658,0.704970,0.571166,nan,
183910,494188,000000494188.jpg,FRONT,3,1,16,13740.4,259.0,-1,rtmpose_m,1,0.975710,0.975710,1.000000,1.000000,16,0.036095,0.361019,12,0,-0.324924,-1,1,0,0,0,0,4,0,1.025784,1.039136,0.848080,0.877695,nan,
184031,250127,000000250127.jpg,FRONT,3,2,17,37455.4,422.8,-1,blazepose_heavy,1,0.935469,0.935469,1.000000,1.000000,17,0.032886,0.332027,12,0,-0.299140,-1,1,0,0,0,0,4,0,0.998954,0.998281,0.999876,0.958638,0.999391,0.999444
184031,250127,000000250127.jpg,FRONT,3,2,17,37455.4,422.8,-1,blazepose_full,1,0.936439,0.936439,1.000000,1.000000,17,0.041313,0.337514,12,0,-0.296201,-1,1,0,0,0,0,4,0,0.999979,0.999962,0.999915,0.990312,0.999681,0.997986
184031,250127,000000250127.jpg,FRONT,3,2,17,37455.4,422.8,-1,movenet_thunder,1,0.977910,0.977910,1.000000,1.000000,17,0.034253,0.333972,12,0,-0.299720,-1,1,0,0,0,0,4,0,0.633190,0.724975,0.707244,0.647390,nan,
184031,250127,000000250127.jpg,FRONT,3,2,17,37455.4,422.8,-1,rtmpose_m,1,0.964527,0.964527,1.000000,1.000000,17,0.019970,0.335400,12,0,-0.315430,-1,1,0,0,0,0,4,0,1.014796,1.021009,0.891597,0.905025,nan,
184136,184611,000000184611.jpg,REAR,0,2,11,2651.9,117.2,1,blazepose_heavy,1,0.848674,0.848674,1.000000,1.000000,11,0.063816,0.237048,8,0,-0.173231,1,1,0,0,,0,3,0,0.995173,0.993772,0.999641,0.837680,0.999953,0.999740
184136,184611,000000184611.jpg,REAR,0,2,11,2651.9,117.2,1,blazepose_full,1,0.851217,0.851217,1.000000,1.000000,11,0.050560,0.230202,8,0,-0.179641,1,1,0,0,,0,3,0,0.998289,0.998333,0.998517,0.820624,0.999227,0.997787
184136,184611,000000184611.jpg,REAR,0,2,11,2651.9,117.2,1,movenet_thunder,1,0.891734,0.891734,1.000000,1.000000,11,0.035829,0.215113,8,0,-0.179285,1,1,0,0,,0,3,0,0.361414,0.249298,0.680593,0.476807,nan,
184136,184611,000000184611.jpg,REAR,0,2,11,2651.9,117.2,1,rtmpose_m,1,0.902062,0.902062,1.000000,1.000000,11,0.059026,0.242066,8,0,-0.183040,1,1,0,0,,0,3,0,0.714722,0.659918,0.782947,0.681034,nan,
184170,177489,000000177489.jpg,FRONT,3,1,14,39584.0,321.2,-1,blazepose_heavy,1,0.867664,0.867664,0.928571,0.928571,14,0.085357,0.325471,10,0,-0.240114,-1,1,0,0,0,0,4,0,0.999999,0.999999,0.999993,0.727414,1.000000,0.996694
184170,177489,000000177489.jpg,FRONT,3,1,14,39584.0,321.2,-1,blazepose_full,1,0.869957,0.869957,0.928571,0.928571,14,0.082296,0.313817,10,0,-0.231521,-1,1,0,0,0,0,4,0,0.999975,0.999969,0.999588,0.854193,0.999448,0.986171
184170,177489,000000177489.jpg,FRONT,3,1,14,39584.0,321.2,-1,movenet_thunder,1,0.961499,0.961499,1.000000,1.000000,14,0.048275,0.323799,10,0,-0.275524,-1,1,0,0,0,0,4,0,0.588736,0.634825,0.600307,0.443277,nan,
184170,177489,000000177489.jpg,FRONT,3,1,14,39584.0,321.2,-1,rtmpose_m,1,0.969110,0.969110,1.000000,1.000000,14,0.038427,0.333775,10,0,-0.295348,-1,1,0,0,0,0,4,0,0.974938,1.029205,0.825476,0.808883,nan,
184179,245448,000000245448.jpg,FRONT,3,1,13,5945.3,138.7,-1,blazepose_heavy,1,0.950833,0.950833,1.000000,1.000000,12,0.048248,0.550101,8,0,-0.501853,-1,1,0,0,0,,3,0,0.999979,0.999950,0.999948,0.812944,0.999933,0.933562
184179,245448,000000245448.jpg,FRONT,3,1,13,5945.3,138.7,-1,blazepose_full,1,0.959246,0.959246,1.000000,1.000000,12,0.047199,0.543198,8,0,-0.495999,-1,1,0,0,0,,3,0,0.999316,0.998499,0.999614,0.764495,0.997227,0.973766
184179,245448,000000245448.jpg,FRONT,3,1,13,5945.3,138.7,-1,movenet_thunder,1,0.978296,0.978296,1.000000,1.000000,12,0.036297,0.547484,8,0,-0.511187,-1,1,0,0,0,,3,0,0.708584,0.466303,0.809588,0.582911,nan,
184179,245448,000000245448.jpg,FRONT,3,1,13,5945.3,138.7,-1,rtmpose_m,1,0.978069,0.978069,1.000000,1.000000,12,0.032333,0.546760,8,0,-0.514427,-1,1,0,0,0,,3,0,0.984494,1.023521,0.795818,0.777621,nan,
184316,132408,000000132408.jpg,FRONT,3,2,17,5076.8,143.2,-1,blazepose_heavy,1,0.914617,0.914617,1.000000,1.000000,16,0.024975,0.495885,10,0,-0.470910,-1,1,0,0,0,0,4,0,0.999902,0.999748,0.999976,0.793678,0.999974,0.999307
184316,132408,000000132408.jpg,FRONT,3,2,17,5076.8,143.2,-1,blazepose_full,1,0.929072,0.929072,1.000000,1.000000,16,0.024516,0.499229,10,0,-0.474713,-1,1,0,0,0,0,4,0,0.999828,0.999410,0.999977,0.914055,0.999869,0.998865
184316,132408,000000132408.jpg,FRONT,3,2,17,5076.8,143.2,-1,movenet_thunder,1,0.950024,0.950024,1.000000,1.000000,16,0.024488,0.504503,10,0,-0.480015,-1,1,0,0,0,0,4,0,0.522997,0.465260,0.688989,0.609178,nan,
184316,132408,000000132408.jpg,FRONT,3,2,17,5076.8,143.2,-1,rtmpose_m,1,0.936809,0.936809,1.000000,1.000000,16,0.027316,0.503497,10,0,-0.476181,-1,1,0,0,0,0,4,0,0.934577,1.004751,0.833914,0.869591,nan,
184397,177489,000000177489.jpg,FRONT,3,1,14,44992.7,354.5,-1,blazepose_heavy,1,0.802288,0.802288,0.928571,0.928571,14,0.116260,0.282327,8,0,-0.166068,1,0,0,0,0,0,4,0,0.999997,0.999997,0.999679,0.644799,0.999999,0.981898
184397,177489,000000177489.jpg,FRONT,3,1,14,44992.7,354.5,-1,blazepose_full,1,0.789430,0.789430,0.857143,0.857143,14,0.093323,0.244313,8,0,-0.150989,1,0,0,0,0,0,4,0,0.999999,0.999998,0.999918,0.752967,0.999995,0.991300
184397,177489,000000177489.jpg,FRONT,3,1,14,44992.7,354.5,-1,movenet_thunder,1,0.883445,0.883445,0.928571,0.928571,14,0.056884,0.266705,8,0,-0.209821,1,0,0,0,0,0,4,0,0.698111,0.528351,0.505306,0.375709,nan,
184397,177489,000000177489.jpg,FRONT,3,1,14,44992.7,354.5,-1,rtmpose_m,1,0.915303,0.915303,0.928571,0.928571,14,0.060414,0.274175,8,0,-0.213761,1,0,0,0,0,0,4,0,1.012385,1.069728,0.732415,0.771808,nan,
184586,476215,000000476215.jpg,FRONT,3,1,16,2418.2,106.2,-1,blazepose_heavy,0,,,,,,,,,,,,,,,,,,,,,,,,
184586,476215,000000476215.jpg,FRONT,3,1,16,2418.2,106.2,-1,blazepose_full,0,,,,,,,,,,,,,,,,,,,,,,,,
184586,476215,000000476215.jpg,FRONT,3,1,16,2418.2,106.2,-1,movenet_thunder,1,0.941379,0.941379,1.000000,1.000000,16,0.057705,0.346830,12,0,-0.289124,-1,1,0,0,0,0,4,0,0.567182,0.598662,0.578568,0.567402,nan,
184586,476215,000000476215.jpg,FRONT,3,1,16,2418.2,106.2,-1,rtmpose_m,1,0.964939,0.964939,1.000000,1.000000,16,0.039344,0.335524,12,0,-0.296180,-1,1,0,0,0,0,4,0,0.898122,0.897166,0.800456,0.792056,nan,
185090,54931,000000054931.jpg,FRONT,3,2,17,32802.5,468.9,-1,blazepose_heavy,1,0.875305,0.875305,0.941176,0.941176,17,0.067864,0.285724,12,0,-0.217860,-1,1,0,0,0,0,4,0,0.999975,0.999981,0.999687,0.879105,0.999995,0.999671
185090,54931,000000054931.jpg,FRONT,3,2,17,32802.5,468.9,-1,blazepose_full,1,0.895825,0.895825,1.000000,1.000000,17,0.057624,0.321765,12,0,-0.264141,-1,1,0,0,0,0,4,0,0.999990,0.999972,0.999867,0.886064,0.999986,0.999731
185090,54931,000000054931.jpg,FRONT,3,2,17,32802.5,468.9,-1,movenet_thunder,1,0.906004,0.906004,0.941176,0.941176,17,0.071801,0.282509,12,0,-0.210708,-1,1,0,0,0,0,4,0,0.690183,0.700005,0.716048,0.623573,nan,
185090,54931,000000054931.jpg,FRONT,3,2,17,32802.5,468.9,-1,rtmpose_m,1,0.958510,0.958510,1.000000,1.000000,17,0.043621,0.313468,12,0,-0.269847,-1,1,0,0,0,0,4,0,1.029081,1.048202,0.814945,0.838816,nan,
185120,278848,000000278848.jpg,REAR,0,2,12,17147.7,258.1,1,blazepose_heavy,0,,,,,,,,,,,,,,,,,,,,,,,,
185120,278848,000000278848.jpg,REAR,0,2,12,17147.7,258.1,1,blazepose_full,0,,,,,,,,,,,,,,,,,,,,,,,,
185120,278848,000000278848.jpg,REAR,0,2,12,17147.7,258.1,1,movenet_thunder,1,0.956744,0.956744,1.000000,1.000000,12,0.033298,0.370201,10,0,-0.336903,1,1,0,0,0,0,4,0,0.103236,0.136608,0.448274,0.435861,nan,
185120,278848,000000278848.jpg,REAR,0,2,12,17147.7,258.1,1,rtmpose_m,1,0.970900,0.970900,1.000000,1.000000,12,0.024351,0.371329,10,0,-0.346978,1,1,0,0,0,0,4,0,0.676860,0.671476,0.778274,0.705009,nan,
185430,458223,000000458223.jpg,REAR,0,1,13,4569.5,143.2,1,blazepose_heavy,1,0.812083,0.812083,0.916667,0.916667,12,0.083701,0.407008,10,0,-0.323308,1,1,0,0,0,0,4,0,0.863214,0.823284,0.999820,0.574762,0.999931,0.999667
185430,458223,000000458223.jpg,REAR,0,1,13,4569.5,143.2,1,blazepose_full,1,0.935168,0.935168,1.000000,1.000000,12,0.039090,0.382901,10,0,-0.343811,1,1,0,0,0,0,4,0,0.999893,0.999923,0.999743,0.923810,0.999976,0.999623
185430,458223,000000458223.jpg,REAR,0,1,13,4569.5,143.2,1,movenet_thunder,1,0.909236,0.909236,1.000000,1.000000,12,0.065222,0.410944,10,0,-0.345722,1,1,0,0,0,0,4,0,0.076616,0.063850,0.659111,0.426691,nan,
185430,458223,000000458223.jpg,REAR,0,1,13,4569.5,143.2,1,rtmpose_m,1,0.973080,0.973080,1.000000,1.000000,12,0.032965,0.395132,10,0,-0.362167,1,1,0,0,0,0,4,0,0.625353,0.680255,0.871495,0.770906,nan,
186004,229948,000000229948.jpg,FRONT,3,1,17,4936.8,135.0,-1,blazepose_heavy,0,,,,,,,,,,,,,,,,,,,,,,,,
186004,229948,000000229948.jpg,FRONT,3,1,17,4936.8,135.0,-1,blazepose_full,0,,,,,,,,,,,,,,,,,,,,,,,,
186004,229948,000000229948.jpg,FRONT,3,1,17,4936.8,135.0,-1,movenet_thunder,1,0.902397,0.902397,0.928571,0.928571,14,0.088646,0.362432,8,0,-0.273786,-1,1,0,0,0,0,4,0,0.526756,0.585207,0.740839,0.560484,nan,
186004,229948,000000229948.jpg,FRONT,3,1,17,4936.8,135.0,-1,rtmpose_m,1,0.976031,0.976031,1.000000,1.000000,14,0.041251,0.392702,8,0,-0.351451,-1,1,0,0,0,0,4,0,0.918284,0.980088,0.829691,0.809623,nan,
186032,569972,000000569972.jpg,FRONT,3,1,16,5614.0,140.7,-1,blazepose_heavy,1,0.891384,0.891384,1.000000,1.000000,14,0.046937,0.432097,10,0,-0.385160,-1,1,0,0,0,0,4,0,0.999931,0.999856,0.999989,0.830135,0.999933,0.999721
186032,569972,000000569972.jpg,FRONT,3,1,16,5614.0,140.7,-1,blazepose_full,1,0.889542,0.889542,1.000000,1.000000,14,0.060890,0.455116,10,0,-0.394226,-1,1,0,0,0,1,4,1,0.999990,0.999977,0.999841,0.885942,0.999553,0.977172
186032,569972,000000569972.jpg,FRONT,3,1,16,5614.0,140.7,-1,movenet_thunder,1,0.924172,0.924172,1.000000,1.000000,14,0.045762,0.420406,10,0,-0.374644,-1,1,0,0,0,1,4,1,0.418588,0.496755,0.796310,0.575730,nan,
186032,569972,000000569972.jpg,FRONT,3,1,16,5614.0,140.7,-1,rtmpose_m,1,0.951812,0.951812,1.000000,1.000000,14,0.036820,0.430986,10,0,-0.394166,-1,1,0,0,0,0,4,0,0.976601,1.001149,0.781698,0.809664,nan,
186054,564091,000000564091.jpg,FRONT,3,1,16,74588.6,370.8,-1,blazepose_heavy,1,0.940436,0.940436,1.000000,1.000000,16,0.046000,0.543073,12,0,-0.497073,-1,1,0,0,0,0,4,0,0.999210,0.998979,0.999932,0.862462,0.999549,0.995053
186054,564091,000000564091.jpg,FRONT,3,1,16,74588.6,370.8,-1,blazepose_full,1,0.904116,0.904116,1.000000,1.000000,16,0.055240,0.534225,12,0,-0.478985,-1,1,0,0,0,0,4,0,0.999993,0.999996,0.999919,0.939042,0.999897,0.990512
186054,564091,000000564091.jpg,FRONT,3,1,16,74588.6,370.8,-1,movenet_thunder,1,0.964901,0.964901,1.000000,1.000000,16,0.041220,0.534986,12,0,-0.493767,-1,1,0,0,0,0,4,0,0.629203,0.641247,0.817400,0.650974,nan,
186054,564091,000000564091.jpg,FRONT,3,1,16,74588.6,370.8,-1,rtmpose_m,1,0.974989,0.974989,1.000000,1.000000,16,0.034742,0.551632,12,0,-0.516890,-1,1,0,0,0,0,4,0,1.014884,1.080509,0.820825,0.862060,nan,
186234,251140,000000251140.jpg,FRONT,3,1,16,7688.8,220.2,-1,blazepose_heavy,1,0.000000,0.000000,0.000000,0.000000,14,1.292902,1.350188,8,0,-0.057286,-1,1,0,0,0,,3,0,0.999850,0.999834,0.999949,0.750149,0.999967,0.969819
